0,0,M,6,0,1557
0,1,I,3,0,43
0,2,I,2,1,155
0,3,I,5,1,153
0,4,M,4,0,127
0,5,I,0,0,33
0,6,M,1,0,125
0,7,I,6,0,43
0,8,M,5,0,121
0,9,M,3,1,158
0,10,M,1,1,154
0,11,M,2,1,156
0,12,M,6,1,169
0,13,M,2,1,172
0,14,I,6,0,48
0,15,M,2,0,122
0,16,I,6,0,40
0,17,I,3,1,164
0,18,M,1,0,124
0,19,M,6,2,226
1,0,J,1,0,274
1,1,R,2,0,43
1,2,J,6,1,148
1,3,J,2,1,187
1,4,J,6,1,166
1,5,J,2,1,168
1,6,R,5,0,144
1,7,J,2,0,32
1,8,J,3,1,179
1,9,J,2,1,175
1,10,R,1,0,126
1,11,J,5,0,47
1,12,R,4,0,132
1,13,R,6,1,184
1,14,J,2,0,40
1,15,J,4,1,186
1,16,J,0,1,176
1,17,R,5,0,113
1,18,J,3,0,68
1,19,R,4,0,108
2,0,I,4,0,176
2,1,J,2,0,29
2,2,M,1,1,221
2,3,R,6,0,115
2,4,M,5,0,60
2,5,R,5,0,103
2,6,I,1,1,181
2,7,J,6,0,52
2,8,M,4,1,162
2,9,J,5,1,172
2,10,I,1,0,151
2,11,R,4,1,180
2,12,I,4,1,191
2,13,R,6,1,172
2,14,I,0,1,184
2,15,R,1,1,175
2,16,M,2,0,80
2,17,J,2,1,189
2,18,M,6,1,169
2,19,J,1,1,172
2,20,I,5,0,120
2,21,J,3,0,68
2,22,I,4,0,114
2,23,J,5,0,72
2,24,I,0,0,123
2,25,R,3,1,181
2,26,M,1,0,56
2,27,R,7,0,120
2,28,M,3,0,64
2,29,R,6,0,113
2,30,M,5,0,69
2,31,R,2,0,107
2,32,M,2,0,104
2,33,R,3,0,83
2,34,M,3,0,77
2,35,J,4,1,206
2,36,I,0,0,89
2,37,R,2,1,168
2,38,I,2,1,188
2,39,R,1,2,387
3,0,M,1,0,224
3,1,J,3,1,208
3,2,M,5,1,173
3,3,J,7,1,188
3,4,I,6,0,100
3,5,J,5,0,96
3,6,M,3,1,188
3,7,J,4,1,188
3,8,I,6,0,95
3,9,J,6,0,96
3,10,M,1,1,192
3,11,J,4,1,188
3,12,M,6,1,191
3,13,J,6,1,200
3,14,M,2,1,181
3,15,R,1,0,96
3,16,M,4,0,91
3,17,J,6,1,188
3,18,M,2,1,179
3,19,J,1,1,186
3,20,M,5,1,186
3,21,R,3,0,95
3,22,I,1,1,190
3,23,R,0,1,182
3,24,I,3,1,165
3,25,R,6,1,208
3,26,I,6,1,180
3,27,J,7,0,67
3,28,M,5,1,179
3,29,R,5,0,119
3,30,M,3,0,68
3,31,J,1,1,189
3,32,I,4,0,84
3,33,R,5,1,174
3,34,M,5,0,113
3,35,J,0,1,161
3,36,I,0,0,72
3,37,J,6,0,115
3,38,I,6,0,49
3,39,R,5,1,201
4,0,M,5,0,160
4,1,M,0,1,188
4,2,M,3,1,181
4,3,M,2,1,174
4,4,M,0,1,153
4,5,I,4,0,67
4,6,I,5,1,165
4,7,M,2,0,143
4,8,I,5,0,48
4,9,M,4,0,83
4,10,I,5,0,95
4,11,I,3,1,182
4,12,M,5,0,76
4,13,M,4,1,172
4,14,I,2,0,94
4,15,I,0,1,194
4,16,M,6,0,39
4,17,M,5,1,178
4,18,M,1,1,177
4,19,M,5,1,171
5,0,I,2,0,257
5,1,J,7,1,181
5,2,I,4,2,199
5,3,J,0,1,187
5,4,M,2,0,135
5,5,R,7,1,175
5,6,M,6,1,197
5,7,R,1,1,170
5,8,I,1,0,98
5,9,R,7,0,76
5,10,I,0,0,103
5,11,J,6,1,195
5,12,I,1,1,202
5,13,R,5,0,8
5,14,I,4,0,177
5,15,R,3,0,3
5,16,I,2,1,197
5,17,J,6,0,216
5,18,I,5,1,197
5,19,R,1,0,96
5,20,M,0,1,185
5,21,R,5,1,187
5,22,M,1,1,184
5,23,J,2,0,84
5,24,I,5,1,208
5,25,R,1,0,80
5,26,M,6,1,195
5,27,J,0,0,105
5,28,I,2,1,203
5,29,J,2,1,219
5,30,I,5,1,198
5,31,J,4,1,202
5,32,M,6,0,35
5,33,R,3,0,159
5,34,I,2,0,52
5,35,R,1,0,153
5,36,I,6,0,52
5,37,J,5,1,198
5,38,I,0,1,179
5,39,J,6,1,192
6,0,I,4,0,123
6,1,J,7,1,237
6,2,I,6,1,183
6,3,J,2,1,199
6,4,I,3,1,174
6,5,R,6,0,68
6,6,I,0,0,110
6,7,J,4,1,207
6,8,M,1,0,52
6,9,R,0,1,189
6,10,I,6,0,157
6,11,J,2,1,175
6,12,I,3,1,217
6,13,J,1,2,205
6,14,M,5,0,170
6,15,J,5,0,56
6,16,I,2,1,191
6,17,R,1,0,125
6,18,I,1,0,76
6,19,R,2,0,100
6,20,M,0,1,197
6,21,J,4,0,103
6,22,I,3,1,204
6,23,R,5,0,88
6,24,I,5,0,116
6,25,J,2,1,202
6,26,I,1,1,235
6,27,J,1,1,176
6,28,M,5,0,74
6,29,J,6,0,125
6,30,M,1,0,52
6,31,J,3,0,148
6,32,I,6,1,212
6,33,R,2,0,37
6,34,I,0,0,173
6,35,J,1,2,265
6,36,M,5,0,121
6,37,R,5,1,174
6,38,I,6,0,96
6,39,R,6,0,104
