0,0,I,5,0,1100
0,1,M,0,0,61
0,2,I,1,0,76
0,3,M,6,0,96
0,4,M,2,1,177
0,5,M,1,1,181
0,6,I,2,0,80
0,7,I,1,1,170
0,8,M,6,0,108
0,9,M,5,1,188
0,10,I,2,0,35
0,11,I,3,1,197
0,12,I,0,1,200
0,13,M,6,0,130
0,14,I,2,0,68
0,15,M,5,0,119
0,16,M,1,1,186
0,17,M,5,1,197
0,18,I,1,0,32
0,19,M,4,0,165
1,0,J,6,1,208
1,1,J,3,1,179
1,2,R,7,0,104
1,3,R,1,1,177
1,4,J,0,0,83
1,5,R,6,0,76
1,6,R,0,1,157
1,7,J,6,0,127
1,8,R,0,0,36
1,9,R,6,1,158
1,10,R,5,0,177
1,11,R,4,1,149
1,12,R,7,1,170
1,13,R,2,1,170
1,14,R,3,1,171
1,15,J,6,0,64
1,16,R,2,0,110
1,17,J,3,0,68
1,18,J,4,1,173
1,19,R,6,0,100
2,0,I,2,1,268
2,1,J,0,0,127
2,2,M,4,1,184
2,3,J,3,1,167
2,4,I,3,0,48
2,5,J,7,0,143
2,6,I,5,0,80
2,7,R,2,1,177
2,8,I,6,1,176
2,9,J,0,0,138
2,10,M,3,1,198
2,11,J,4,1,197
2,12,I,0,0,47
2,13,R,5,1,184
2,14,M,4,0,160
2,15,J,7,1,189
2,16,I,3,0,60
2,17,J,1,0,135
2,18,I,4,1,271
2,19,J,2,0,131
2,20,I,0,0,60
2,21,J,0,0,139
2,22,M,2,1,208
2,23,J,4,1,211
2,24,M,0,1,188
2,25,J,1,1,189
2,26,I,3,0,61
2,27,J,5,0,140
2,28,M,5,1,187
2,29,J,3,1,207
2,30,I,3,0,14
2,31,R,6,1,181
2,32,I,6,0,231
2,33,R,1,1,162
2,34,I,2,1,177
2,35,J,4,0,80
2,36,I,3,0,112
2,37,J,0,0,123
2,38,M,0,1,231
2,39,J,1,1,185
3,0,I,4,1,264
3,1,R,7,1,188
3,2,I,1,1,162
3,3,J,3,0,167
3,4,M,3,1,196
3,5,R,2,0,35
3,6,I,4,1,193
3,7,J,7,0,183
3,8,M,1,1,189
3,9,R,5,0,13
3,10,M,6,0,169
3,11,J,3,1,234
3,12,M,3,1,192
3,13,R,0,0,100
3,14,M,0,0,94
3,15,R,2,0,101
3,16,I,6,1,260
3,17,J,4,0,99
3,18,M,5,1,236
3,19,R,3,0,100
3,20,I,1,1,220
3,21,R,7,1,204
3,22,M,4,0,118
3,23,R,2,0,83
3,24,M,5,0,127
3,25,J,0,1,199
3,26,M,0,1,195
3,27,R,3,0,89
3,28,I,4,1,184
3,29,R,6,1,210
3,30,M,1,0,140
3,31,J,5,1,211
3,32,M,2,1,181
3,33,J,3,1,202
3,34,I,0,0,65
3,35,R,6,1,161
3,36,I,5,1,208
3,37,J,5,0,153
3,38,I,1,0,55
3,39,J,7,0,141
4,0,M,5,0,354
4,1,M,0,1,299
4,2,I,2,0,186
4,3,M,1,0,107
4,4,I,6,0,89
4,5,M,1,0,48
4,6,I,3,0,150
4,7,M,6,0,20
4,8,I,3,1,270
4,9,I,5,2,329
4,10,I,2,1,263
4,11,M,3,0,32
4,12,M,5,0,155
4,13,M,3,1,172
4,14,M,6,1,210
4,15,I,2,0,109
4,16,I,4,1,201
4,17,I,6,1,212
4,18,M,1,0,40
4,19,M,6,1,195
5,0,M,0,0,292
5,1,J,7,0,99
5,2,I,3,1,157
5,3,R,2,0,65
5,4,M,5,1,240
5,5,J,1,0,117
5,6,M,3,0,24
5,7,J,2,0,158
5,8,M,2,0,114
5,9,J,4,1,175
5,10,M,0,0,141
5,11,J,0,0,102
5,12,M,3,0,83
5,13,R,6,1,254
5,14,I,0,1,221
5,15,R,3,0,127
5,16,M,3,0,141
5,17,J,2,0,72
5,18,M,6,0,133
5,19,R,6,1,146
5,20,M,3,1,201
5,21,R,5,1,256
5,22,I,0,1,233
5,23,J,7,2,293
5,24,I,3,1,245
5,25,J,2,1,210
5,26,I,1,1,204
5,27,J,5,1,216
5,28,M,6,0,31
5,29,J,4,0,180
5,30,I,3,1,209
5,31,J,2,1,207
5,32,M,1,0,116
5,33,J,1,0,123
5,34,I,4,1,224
5,35,R,6,0,43
5,36,I,1,0,153
5,37,R,0,0,72
5,38,I,2,0,158
5,39,J,6,1,229
6,0,M,5,0,401
6,1,R,4,1,148
6,2,M,3,1,178
6,3,J,6,0,137
6,4,M,2,0,68
6,5,R,4,1,163
6,6,I,3,0,150
6,7,J,2,1,198
6,8,M,6,0,48
6,9,J,4,0,144
6,10,I,5,1,188
6,11,R,1,0,71
6,12,M,4,1,213
6,13,R,0,1,207
6,14,M,3,2,392
6,15,R,3,0,140
6,16,M,1,1,170
6,17,R,7,1,195
6,18,I,6,0,120
6,19,J,5,1,206
6,20,M,3,0,24
6,21,J,7,1,182
6,22,I,6,1,207
6,23,J,0,1,215
6,24,I,0,1,188
6,25,R,6,0,92
6,26,M,1,1,186
6,27,J,0,0,135
6,28,M,3,0,45
6,29,J,2,0,168
6,30,M,1,0,19
6,31,R,3,0,310
6,32,I,2,0,7
6,33,J,5,0,278
6,34,M,5,0,11
6,35,J,4,1,199
6,36,M,3,0,149
6,37,R,2,1,204
6,38,I,0,0,56
6,39,R,4,0,134
