0,0,I,3,1,187
0,1,I,5,1,207
0,2,M,6,0,101
0,3,M,0,1,179
0,4,M,5,1,167
0,5,I,6,0,42
0,6,I,3,1,171
0,7,I,1,1,183
0,8,M,2,0,162
0,9,M,5,1,178
0,10,I,2,0,36
0,11,I,1,1,195
0,12,I,3,1,199
0,13,I,0,1,201
0,14,I,6,1,272
0,15,I,3,1,192
0,16,M,0,1,167
0,17,I,3,0,144
0,18,M,2,0,35
0,19,M,1,1,184
1,0,R,7,0,108
1,1,R,6,1,153
1,2,J,5,0,41
1,3,J,1,1,187
1,4,J,0,1,174
1,5,J,4,1,178
1,6,J,3,1,186
1,7,J,4,1,168
1,8,J,5,2,168
1,9,J,6,1,175
1,10,R,5,0,125
1,11,R,2,1,163
1,12,J,7,0,96
1,13,R,0,0,67
1,14,J,6,0,104
1,15,R,4,0,60
1,16,R,5,1,163
1,17,J,6,0,128
1,18,R,0,0,24
1,19,J,6,1,159
2,0,I,4,0,497
2,1,J,0,0,80
2,2,I,3,0,87
2,3,J,1,0,77
2,4,M,0,1,177
2,5,J,7,1,170
2,6,I,1,0,40
2,7,R,4,1,148
2,8,I,3,0,137
2,9,J,0,0,24
2,10,I,2,0,119
2,11,J,4,0,36
2,12,I,1,0,113
2,13,R,1,1,184
2,14,M,6,0,136
2,15,R,3,0,18
2,16,I,2,1,149
2,17,J,4,0,143
2,18,M,6,2,177
2,19,R,2,0,144
2,20,I,3,1,150
2,21,R,7,1,148
2,22,I,1,1,156
2,23,R,2,1,168
2,24,I,6,1,182
2,25,J,5,0,92
2,26,I,0,0,57
2,27,R,1,1,158
2,28,I,2,1,160
2,29,J,5,0,146
2,30,M,5,2,342
2,31,J,3,2,185
2,32,M,6,1,166
2,33,J,4,1,175
2,34,M,4,1,185
2,35,R,3,0,132
2,36,I,6,1,163
2,37,J,7,0,81
2,38,M,3,1,149
2,39,J,2,1,196
3,0,I,1,1,112
3,1,R,1,0,140
3,2,M,4,0,56
3,3,R,2,0,100
3,4,M,5,0,84
3,5,J,3,1,196
3,6,M,6,1,192
3,7,J,5,1,166
3,8,I,2,0,40
3,9,J,6,1,152
3,10,I,0,0,162
3,11,R,1,1,170
3,12,I,5,1,156
3,13,J,5,0,119
3,14,I,6,0,48
3,15,J,4,0,137
3,16,I,2,0,27
3,17,J,5,1,173
3,18,I,4,1,158
3,19,R,3,0,163
3,20,M,6,0,36
3,21,R,4,0,128
3,22,I,2,1,171
3,23,R,6,1,176
3,24,M,4,0,90
3,25,R,5,0,64
3,26,M,5,0,130
3,27,J,4,1,185
3,28,M,6,1,174
3,29,R,7,0,32
3,30,M,2,0,149
3,31,J,4,1,165
3,32,M,5,2,195
3,33,R,2,0,146
3,34,M,0,0,28
3,35,R,7,0,142
3,36,M,6,0,51
3,37,J,1,1,181
3,38,I,5,0,106
3,39,R,2,1,171
4,0,M,4,1,208
4,1,I,1,0,100
4,2,I,2,1,180
4,3,M,1,0,76
4,4,M,3,1,189
4,5,M,2,1,161
4,6,M,0,1,180
4,7,M,6,0,165
4,8,M,4,2,360
4,9,I,6,0,78
4,10,M,5,0,121
4,11,M,3,1,155
4,12,I,6,0,121
4,13,I,0,1,220
4,14,I,1,2,199
4,15,M,6,0,153
4,16,M,0,1,200
4,17,I,1,0,71
4,18,M,6,0,83
4,19,M,1,1,187
5,0,M,1,0,11
5,1,J,2,0,76
5,2,I,3,1,228
5,3,J,5,1,215
5,4,M,1,0,35
5,5,R,2,1,389
5,6,I,4,0,32
5,7,J,5,1,212
5,8,M,5,0,113
5,9,R,3,1,181
5,10,I,0,0,137
5,11,R,5,0,44
5,12,I,6,0,150
5,13,J,3,1,207
5,14,I,0,2,247
5,15,J,7,1,219
5,16,I,1,1,203
5,17,R,6,0,43
5,18,I,0,0,149
5,19,R,2,0,35
5,20,M,6,1,179
5,21,J,6,0,186
5,22,I,0,1,222
5,23,R,1,0,124
5,24,I,1,0,87
5,25,R,3,0,90
5,26,I,2,0,100
5,27,J,1,1,206
5,28,I,0,1,205
5,29,J,4,1,204
5,30,I,2,1,198
5,31,J,3,1,182
5,32,I,4,1,219
5,33,J,6,1,195
5,34,M,3,0,17
5,35,R,0,0,143
5,36,M,0,1,192
5,37,J,5,0,73
5,38,M,4,0,114
5,39,J,4,0,83
6,0,M,5,1,135
6,1,R,1,0,148
6,2,M,4,1,179
6,3,J,2,0,148
6,4,I,6,1,177
6,5,R,3,0,51
6,6,I,4,0,147
6,7,J,1,1,193
6,8,M,5,0,24
6,9,J,5,0,182
6,10,I,3,1,194
6,11,R,1,0,19
6,12,M,6,1,200
6,13,R,2,0,156
6,14,I,2,0,71
6,15,J,7,1,217
6,16,M,3,0,80
6,17,R,5,1,206
6,18,I,2,0,154
6,19,R,7,0,48
6,20,M,3,1,193
6,21,J,0,0,172
6,22,M,1,1,389
6,23,R,4,0,203
6,24,M,6,1,190
6,25,J,0,0,81
6,26,I,0,1,209
6,27,R,4,0,138
6,28,M,6,1,210
6,29,R,7,1,203
6,30,I,1,0,130
6,31,R,0,0,73
6,32,M,4,1,209
6,33,R,1,1,215
6,34,I,0,0,137
6,35,R,7,0,84
6,36,M,5,1,180
6,37,J,2,0,156
6,38,I,3,1,206
6,39,J,3,2,201
